一	一ＹＩ
卟	口卜Ｂ
蓟	艹鱼刂
馊	饣叟Ｓ
堇	廿口
踮	广占
冗	冖几Ｒ
倜	亻冂土
蹩	丷攵足
珩	王彳亍
奂	冂大
戌	戊一Ｘ
鄢	一灬阝
濡	氵雨皿
谀	讠臼人
镐	钅高Ｇ
僖	亻吉口
幄	巾尸土
狒	犭弓刂
颛	山皿页
鹧	广廿鸟
箕	其Ｊ
翦	首前羽
摹	莫手Ｍ
愫	忄小
椁	木高子
倌	亻宀官
佝	亻勹口
萼	艹口Ｓ
骧	马衣口
锹	钅禾火
娼	女日日
燮	火火又
弭	弓耳Ｍ
诌	讠彐
泗	氵囗儿
鸪	古鸟Ｇ
洵	氵勹日
雉	矢隹Ｚ
漕	氵西日
怩	忄尸匕
猷	酋大丶
贰	弋二贝
汶	氵文Ｗ
淆	氵乂冃
赣	章夂贝
钊	钅刂Ｚ
轶	车失Ｙ
鳍	鱼耂日
忸	忄丑Ｎ
喙	口彑豕
筵	丿廴
橇	木毛毛
箬	口
祚	礻乍Ｚ
燧	火首辶
沂	氵斤Ｙ
繇	爫缶小
蕙	艹士心
濠	氵亮豕
沅	氵元Ｙ
莆	艹甫Ｐ
砺	石厂
槟	木穴丘
骛	攵马
刽	人云刂
獗	犭厂欠
睑	目亼兴
岈	山一才
牒	片世木
艮	艮ＧＮ
荥	营水Ｘ
妪	女匚乂
诠	讠全Ｑ
悖	忄十子
唳	口户大
纾	纟丁
浃	氵夫丷
狻	犭厶夂
蚱	虫乍Ｚ
钏	钅川Ｃ
搡	扌又木
浣	氵宀元
谗	讠冫
麋	鹿比米
钺	钅戈乚
宕	宀石Ｄ
鹄	告鸟Ｈ
砥	石Ｃ七
杈	木又丶
呷	口甲Ｘ
撸	扌鱼日
邈	豸白辶
膘	月覀示
橄	木乛攵
滟	氵巴
俪	亻一冂
谤	讠旁方
鸩	巾乚鸟
怆	忄仓Ｃ
忾	忄气Ｋ
邝	广阝Ｋ
缮	纟羊口
汾	氵分Ｆ
绉	纟彐
攫	扌目又
畸	田大可
磬	声殳石
蹇	宀井足
钠	钅内Ｎ
贻	贝厶口
舀	爫臼Ｙ
恁	亻壬心
箐	青Ｑ
腓	月非Ｆ
铝	钅口口
赳	走丩Ｊ
沏	氵七刀
氢	气又工
檄	木白攵
坂	土反Ｂ
炷	火主Ｚ
垩	亚土Ｅ
隽	隹乃Ｊ
驽	女又马
陲	阝千垂
泾	氵又工
蹶	厂欠
哺	口甫Ｂ
磺	石八
匝	匚巾Ｚ
讼	讠八厶
掇	扌又又
霰	雨冃攵
哔	口比十
坯	土不一
蘸	艹酉焦
嫒	女爱Ａ
苓	艹亽
遛	Ｃ刀辶
皋	白大十
僮	亻立里
跖	石Ｚ
佞	亻二女
衩	衤又丶
鳗	鱼日又
涿	氵豕丶
翳	匚殳羽
糠	米广水
彝	彑米廾
荔	艹力力
髦	髟毛Ｍ
佶	亻吉Ｊ
娣	女丷弓
胛	月甲Ｊ
铄	钅Ｃ小
诘	讠吉Ｊ
濮	氵业丶
浒	氵讠午
敕	木口攵
逅	Ｆ口辶
姹	女宀七
迤	也辶
巽	巳巳八
钜	钅匚尸
嗑	口土皿
舶	舟白Ｂ
仨	亻三Ｓ
翕	亼口羽
厩	厂艮旡
莓	艹母
颀	斤页Ｑ
锺	钅千里
阚	门乛耳
舄	臼勹灬
孚	爫子Ｆ
呶	口女又
呔	口大丶
蜍	虫余Ｃ
貉	豸各Ｈ
莜	艹亻攵
藜	艹禾氺
肪	月方Ｆ
膻	月亠一
刎	勹彳刂
氅	尚攵毛
聃	耳冂土
泸	氵卜尸
阪	阝反Ｂ
懑	氵艹心
猡	犭罒夕
圜	囗罒一
儆	亻艹攵
逖	犭火辶
聒	耳舌Ｇ
邙	亡阝Ｍ
秣	禾末Ｍ
汕	氵山Ｓ
扪	扌门Ｍ
谒	讠日勹
衾	亽乛衣
龅	止凵包
戗	仓戈Ｑ
姝	女朱Ｓ
昶	丶水日
埔	土甫Ｐ
罄	声殳缶
蛀	虫主Ｚ
嗳	口爱Ａ
绶	纟受Ｓ
汨	氵日Ｍ
谩	讠日又
螟	虫冖八
佥	亼兴Ｑ
邂	刀辶
竣	立厶夂
耘	耒云Ｙ
俾	亻卑Ｂ
沱	氵宀匕
蜚	非虫Ｆ
湫	氵禾火
焊	火日干
砝	石土厶
舐	舌Ｃ七
赝	厂亻贝
恹	忄厂大
蛭	虫一土
滇	氵十八
剜	宀夕刂
昀	日勹冫
缙	纟亚日
鸵	鸟宀匕
樽	木酋寸
俟	亻厶矢
谆	讠高子
裨	衤卑Ｂ
蒺	艹疒矢
涪	氵立口
葩	艹白巴
诃	讠可Ｈ
鞅	革央Ｙ
踊	用
氐	Ｃ七丶
荏	艹亻壬
淙	氵宀示
蹴	尢丶
藓	艹鱼羊
煅	火Ｅ殳
谡	讠田夂
猕	犭小
浚	氵厶夂
淞	氵八厶
瘌	疒木刂
潸	氵林冃
跛	皮Ｂ
桢	木卜贝
坨	土宀匕
俦	亻丰寸
楔	木刀大
铤	钅壬廴
犟	弓虽牛
矍	目目又
菠	落皮Ｂ
诮	讠冃
笆	巴Ｂ
崧	山木厶
绥	纟爫女
獐	犭章Ｚ
溥	氵甫寸
恫	忄冂一
饪	饣壬Ｒ
殄	歹人彡
昴	日Ｇ卩
槿	木廿
牦	牜毛Ｍ
馍	饣莫Ｍ
砧	石占Ｚ
葳	艹戊一
滂	氵旁方
绡	纟冃
鎏	氵充金
骓	马隹Ｚ
醐	酉古月
囱	白夂Ｃ
噱	口虍豕
黜	黑出Ｃ
哓	口戈儿
祛	礻土厶
抨	扌干丷
绺	纟卜口
咩	口羊Ｍ
醍	酉日止
戊	戊ＷＵ
茁	艹出Ｚ
佃	亻田Ｄ
蚤	又丶虫
塾	高九土
谟	讠莫Ｍ
釉	丿米由
谚	讠立彡
诰	讠告Ｇ
锟	钅日比
灞	氵雨月
町	田丁Ｄ
嗄	口丆夂
逡	厶八辶
葭	艹丨又
柩	木匚
滓	氵宀辛
跻	文刂
棂	木彐火
诳	讠犭王
籽	米子Ｚ
囫	囗勹彳
锷	钅口Ｓ
碱	石戊一
奘	爿士大
獬	犭刀牛
夯	大力Ｈ
痿	疒禾女
痍	疒大弓
秧	禾央Ｙ
榷	木冖隹
忱	忄巾乚
鱿	鱼尢丶
圉	囗土首
峪	山谷Ｙ
绌	纟出Ｃ
馗	九首丿
酉	酉ＹＵ
莒	艹口口
嶂	山章Ｚ
酡	酉宀匕
崴	山戊一
镌	钅隹乃
殁	歹殳Ｍ
膑	月穴丘
徇	彳勹日
纭	纟云Ｙ
脶	月口内
鹘	骨鸟Ｇ
腌	月大乚
叁	厶大三
碇	石宀止
晷	日夂口
兕	凹儿Ｓ
渚	氵者Ｚ
刍	彐Ｃ
痘	疒一首
嚯	口雨隹
莅	艹亻立
蛎	虫厂
龛	亼口龙
谔	讠口Ｓ
槊	丷月木
豢	豕Ｈ
胫	月又工
仝	人工Ｔ
佰	亻丆日
碜	石厶彡
殡	歹穴丘
绦	纟夂朩
闩	门一Ｓ
瘀	疒方冫
哞	口厶牛
蓿	萱亻日
驷	马囗儿
玖	王丶
锲	钅刀大
耒	耒ＬＩ
鄱	丿田阝
亟	乛亅一
砣	石宀匕
濯	氵羽隹
俎	人人且
糅	米木
貅	豸亻木
饯	饣一戈
溧	氵覀木
犴	犭干Ａ
诓	讠匚王
訇	勹言Ｈ
嗟	口工
莘	艹辛Ｓ
偈	亻日勹
乜	乚Ｎ
靛	青宀止
郏	夫丷阝
栾	亦木Ｌ
葺	艹口耳
锃	钅口王
螯	敖虫Ａ
泫	氵玄Ｘ
褓	衤口木
懋	木木心
锉	钅人土
镫	钅癶首
掾	扌彑豕
媾	女井冂
桠	木亚Ｙ
枰	木干丷
萋	艹十女
稔	禾亽心
荻	艹犭火
琚	王尸古
侩	亻人云
蝮	虫夂
槁	木高Ｇ
遴	米夕辶
岫	山由Ｘ
皖	白宀元
鹜	攵鸟
皈	白反Ｇ
菟	艹兔Ｔ
蓑	艹衣口
邳	不一阝
蔺	艹门隹
襁	衤弓虽
徉	彳羊Ｙ
盥	臼水皿
幂	冖日巾
觞	用Ｊ
炅	日火Ｇ
貔	豸白比
阡	阝千Ｑ
呖	口厂力
蚨	虫夫Ｆ
溉	氵艮旡
懔	忄亠示
颧	艹隹页
糨	米弓虽
虱	乙丿虫
蜮	虫戈口
舢	舟山Ｓ
铩	钅乂朩
鸷	执鸟Ｚ
砀	石Ｊ彳
咭	口吉Ｊ
腩	月Ｍ首
沆	氵亠几
氮	气火火
忝	一大
抟	扌二
薜	艹尸辛
睢	目隹Ｓ
狴	犭比土
烩	火人云
缃	纟木目
悌	忄丷弓
蝾	虫营木
抻	扌日丨
猢	犭古月
嘞	口革力
爻	乂乂Ｙ
牍	片十头
嶷	山矢止
蒿	艹高Ｈ
骅	马匕十
钹	钅犮Ｂ
嵇	禾丶山
孑	孑ＪＥ
俅	亻氺丶
墒	土商Ｓ
愎	忄夂
囡	囗女Ｎ
饽	饣十子
橐	十口木
梏	木告Ｇ
轸	车人彡
纂	目小
韪	日止二
黢	黑厶夂
羸	赢羊Ｌ
狍	犭包Ｐ
撺	扌穴丨
仃	亻丁Ｄ
殚	歹丷十
鬣	髟巛鼠
樟	木章Ｚ
桎	木一土
呙	口内Ｇ
璺	臼冂王
璎	王贝女
镏	钅刀田
橹	木鱼日
祆	礻一大
酵	酉耂子
徜	彳尚Ｃ
崂	山营力
铀	钅由Ｙ
榔	木丶阝
肓	亡冃Ｈ
镁	钅大
芩	艹亽乛
狲	犭子小
铡	钅贝刂
祉	礻止Ｚ
酪	酉各Ｌ
酗	酉乂凵
擢	扌羽隹
珐	王土厶
鼬	臼鼠由
啮	口止凵
鹑	高子鸟
椿	木日
镞	钅族矢
镛	钅广冃
蜢	虫子皿
檬	木营豕
箔	氵白
饨	饣七凵
貊	豸丆日
馄	饣日比
椋	木高小
寮	宀大小
逦	一冂辶
蝌	虫禾斗
骢	马白心
蛔	虫囗口
辂	车各Ｌ
诿	讠禾女
伥	亻长Ｃ
殓	歹亼兴
挝	扌寸辶
诨	讠冖车
爿	爿ＰＮ
铨	钅全Ｑ
珲	王冖车
楸	木禾火
赊	贝人示
窳	穴瓜瓜
赁	亻壬贝
谌	讠其乚
聩	耳贵Ｋ
煲	亻口火
钨	钅乌Ｗ
茯	艹亻大
摺	扌羽白
罹	罒忄隹
硭	石艹亡
掼	扌毌贝
蚋	虫内Ｒ
旮	九日Ｇ
铣	钅儿
絷	执幺小
辍	车又又
酊	酉丁Ｄ
蛐	虫日刂
暨	艮旡一
蜇	扌斤虫
镝	钅啇Ｄ
肛	月工Ｇ
莠	艹禾乃
砒	石比Ｐ
邴	一内阝
栉	木艹卩
驺	马彐
柠	木宁Ｎ
歃	千臼欠
鳕	鱼雨彐
怼	又寸心
訾	止匕言
鲧	鱼丿小
雒	各隹Ｌ
酩	酉夕口
黩	黑十头
耆	耂匕日
嘬	口日又
孢	子包Ｂ
誊	言Ｔ
斫	石斤Ｚ
媸	女屮虫
岬	山甲Ｊ
嵬	山白儿
泖	氵Ｇ卩
蹉	工
蟊	虫虫
遒	酋辶Ｑ
缛	纟厂寸
轱	车古Ｇ
旯	日九Ｌ
褫	衤几
谯	讠焦Ｑ
纛	小小
僭	亻旡日
妁	女勹丶
孛	十冖子
诟	讠Ｆ口
闱	门二卩
谶	讠人戈
虺	一儿虫
檑	木雨田
榈	木门口
跎	宀匕
牯	牜古Ｇ
煨	火田ｒ
悒	忄口巴
祧	礻ＫＫ
瑗	王爫又
闫	门三Ｙ
蚺	虫冂土
獾	犭艹隹
揆	扌癶大
诙	讠火
嫱	女十囗
囿	囗冃
箸	者Ｚ
啖	口火火
痂	疒加Ｊ
廿	廿ＮＮ
赭	土亦者
蔗	艹广灬
鼹	臼鼠安
篙	高Ｇ
辔	纟纟口
椤	木罒夕
阒	门目大
埠	土追十
伉	亻亠几
嫫	女莫Ｍ
钴	钅古Ｇ
饴	饣厶口
荚	艹夫丷
裾	衤尸古
弁	厶廾Ｂ
衢	彳目亍
阕	门癶一
痔	疒土寸
葆	艹亻木
蟋	虫丿心
锴	钅比白
糸	幺小Ｍ
喑	口立日
岿	山刂彐
豕	豕ＳＩ
蚪	虫斗Ｄ
笞	厶口
晗	日亽口
蟀	虫亠十
菀	萱夕
隍	阝白王
逶	禾女辶
暝	日冖八
茕	营乙十
撷	扌吉页
拮	扌吉Ｊ
獭	犭木负
磔	石舛木
滦	氵亦木
嘁	口戊卜
荇	艹彳亍
搽	扌艹朩
笮	乍Ｚ
胪	月卜尸
滁	氵阝余
泅	氵囗人
湎	氵丆罒
娩	女儿
觥	用儿
饬	饣力
徕	彳未丷
闰	门王Ｒ
掴	扌囗王
璜	王八
唁	口言Ｙ
涝	氵营力
汞	工水Ｇ
傈	亻覀木
錾	车斤金
巯	又工川
鲽	鱼世木
讫	讠乙
俚	亻里Ｌ
姘	女首廾
猁	犭禾刂
菅	萱官Ｊ
耦	耒甲冂
荟	艹人云
谥	讠首皿
绻	纟
肱	月厶
埙	土口贝
铆	钅Ｇ卩
琨	王日比
狎	犭甲Ｘ
哙	口人云
耄	耂匕毛
珉	王巳七
挈	丰刀手
逑	氺丶辶
炻	火石Ｓ
怄	忄匚乂
鳝	鱼羊口
汛	氵乙十
铂	钅白Ｂ
跹	千辶
徭	彳爫缶
埂	土丈日
颢	日小页
猞	犭亼古
铖	钅戊
蓐	艹厂寸
楹	木乃皿
貘	豸莫Ｍ
凼	水凵Ｄ
赅	贝亥Ｇ
稹	禾十八
镗	钅尚土
癣	疒鱼羊
铢	钅朱Ｚ
裱	衤ｒ
倥	亻穴工
涞	氵未丷
阆	门丶艮
傩	亻又隹
钎	钅千Ｑ
蜉	虫爫子
悱	忄非Ｆ
仄	厂人Ｚ
粕	米白Ｐ
纥	纟乙
焘	丰寸灬
珙	王八
栎	木Ｃ小
胰	月大弓
脔	亦内人
缳	纟罒ｒ
觜	止匕用
锝	钅日寸
蕤	艹豕丿
唿	口勹心
柚	木由Ｙ
荜	艹比十
鲫	鱼艮卩
洌	氵歹刂
螈	虫厂小
秆	禾干Ｇ
骞	宀井马
蕲	艹十斤
仵	亻午Ｗ
苻	艹亻寸
斛	用斗
搴	宀井手
瘙	疒又虫
獍	犭竟Ｊ
郗	乂阝
醴	酉日首
铬	钅各Ｇ
篁	白王
杷	木巴Ｐ
烊	火羊Ｙ
郜	告阝Ｇ
纩	纟广Ｋ
脍	月人云
鹂	一冂鸟
牝	牜匕Ｐ
骈	马首廾
莳	艹日寸
熨	尸寸火
钿	钅田Ｄ
冼	冫儿
柑	木廿一
孀	女雨目
恚	圭心Ｈ
氦	气亥Ｈ
湟	氵白王
锒	钅丶艮
锌	钅辛Ｘ
鹬	冂鸟
戕	爿戈Ｑ
缦	纟日又
虻	虫亡Ｍ
篾	罒戊
衽	衤壬Ｒ
帏	巾二卩
轾	车一土
碣	石日勹
膂	族丿冃
堞	土世木
暾	日高攵
鼐	乃爿片
炝	火仓Ｑ
窨	穴立日
鲟	鱼彐寸
偬	亻勹心
硌	石各Ｇ
恽	忄冖车
咴	口火
竦	立木口
邰	厶口阝
虢	爫寸几
覃	覀日十
韭	非一Ｊ
蕨	艹厂欠
铉	钅玄Ｘ
泵	石水Ｂ
帧	巾卜贝
胱	月儿
缟	纟高Ｇ
屐	尸彳又
苌	艹长Ｃ
腱	月彐廴
侔	亻厶牛
鳃	鱼田心
讦	讠干Ｊ
圻	土斤Ｑ
椽	木彑豕
癯	疒目隹
灏	氵日页
洮	氵ＫＫ
拊	扌亻寸
眙	目厶口
尜	小大小
骝	马刀田
髭	髟止匕
蝰	虫大圭
痨	疒营力
竽	于Ｙ
狯	犭人云
剡	火火刂
鼋	元口乚
腚	月宀止
猱	犭木
辚	车米舛
螫	土攵虫
缢	纟首皿
酶	酉母
嘌	口覀示
椴	木Ｅ殳
洹	氵一一
趺	夫Ｆ
盱	目于Ｘ
犍	牜彐廴
镊	钅耳又
噻	口宀土
庹	广廿尺
钙	钅一Ｓ
赡	贝言
罅	缶虍丁
珥	王耳Ｅ
狃	犭丑Ｎ
镙	钅田小
撄	扌贝女
圩	土于Ｘ
杌	木一儿
峄	山又干
箴	戊一
炔	火夬Ｑ
茔	营土Ｙ
墉	土广冃
鏊	敖金Ａ
焙	火立口
馏	饣刀田
畲	人示田
欹	大可欠
洇	氵囗大
吡	口比Ｂ
仟	亻千Ｑ
馐	饣丑
宥	宀冃
鼍	口口乚
苫	艹占Ｓ
囹	囗亽
荛	艹戈儿
氯	气彐水
昃	日厂人
缱	纟虫辶
峤	山丿刂
龈	止凵艮
睇	目丷弓
娈	亦女Ｌ
蹼	业丶
榛	木禾
蟥	虫八
臬	丿目木
殳	殳ＳＵ
擀	扌人干
旄	族毛Ｍ
犰	犭九Ｑ
彀	士弓殳
狁	犭厶儿
诤	讠亅
傣	亻氺
裢	衤车辶
搠	扌丷月
樨	木尸牛
鹌	大乚鸟
踟	矢口
铰	钅亠父
焖	火门心
痢	疒禾刂
锰	钅子皿
厣	厂大甲
瘐	疒臼人
蠹	十虫虫
楫	木口耳
澧	氵日首
郓	冖车阝
秸	禾吉Ｊ
砦	止匕石
璁	王白心
柞	木乍Ｚ
纫	纟刀丶
纡	纟于Ｙ
腭	月口Ｓ
骐	马其Ｑ
黟	黑夕夕
瘿	疒贝女
捭	扌卑Ｂ
芨	艹及Ｊ
笳	加Ｊ
嵯	山工
颏	亥页Ｋ
郧	口贝阝
妣	女比Ｂ
钾	钅甲Ｊ
酃	雨口阝
圄	囗五口
稞	禾日木
苡	艹以Ｙ
杼	木丁
戡	其乚戈
勐	子皿力
薨	艹歹匕
蛉	虫亽
澍	氵吉寸
雩	雨二Ｓ
骘	阝止马
憷	忄林止
茴	艹囗口
诜	讠儿
淖	氵卜十
筅	儿
佚	亻失Ｙ
襦	衤雨皿
郇	勹日阝
吖	口丷丨
檫	木宀示
帔	巾皮Ｐ
垭	土亚Ｙ
凫	鸟几Ｆ
鹗	口Ｓ鸟
钯	钅巴Ｂ
邗	干阝Ｈ
舛	夕舛Ｃ
謇	宀井言
荠	艹文刂
佤	亻瓦Ｗ
矽	石夕Ｘ
喁	口甲冂
粑	米巴Ｂ
垓	土亥Ｇ
苕	艹召Ｓ
浔	氵彐寸
芫	艹元Ｙ
煸	火户冊
蝓	虫亼前
迓	一才辶
杓	木勹丶
躅	罒勹
褡	衤艹口
矾	石几丶
喈	口比白
沔	氵一
樘	木尚土
锨	钅斤欠
蜊	虫禾刂
搦	扌弓弓
鲵	鱼臼儿
烷	火宀元
蕈	艹覀十
刭	又工刂
幛	巾章Ｚ
踯	丷阝
堠	土尸矢
闼	门大辶
愀	忄禾火
鄯	羊口阝
缁	纟巛田
氰	气青Ｑ
瓤	衣口瓜
肜	月彡Ｒ
摈	扌穴丘
氟	气弓刂
瀣	氵又一
鲰	鱼耳又
怫	忄弓刂
坩	土廿一
陉	阝又工
疟	疒ＥＹ
褰	宀井衣
渑	氵口乚
笫	Ｓ丿
裣	衤亼兴
菸	艹方冫
痼	疒囗古
阄	门日
缗	纟巳日
媪	女日皿
疱	疒包Ｐ
悭	忄又土
尻	尸九Ｋ
罴	罒土灬
燹	豕豕火
疥	疒人刂
衿	衤亽乛
艏	舟首目
亳	亮丿七
邛	工阝Ｑ
眭	目圭Ｓ
旒	族充川
茏	艹龙Ｌ
樯	木十囗
艄	舟冃
孳	首幺子
鲶	鱼亽心
卅	卅ＳＡ
黍	禾人氺
鲑	鱼圭Ｇ
氖	气乃Ｎ
怛	忄日一
枋	木方Ｆ
蒹	艹首兼
菘	艹木厶
豌	一首
泶	学水Ｘ
笏	勹彳
忉	忄刀Ｄ
淝	氵月巴
榉	木兴干
踽	丿冂
廪	广亠示
裎	衤口王
桁	木彳亍
萑	艹隹Ｈ
濂	氵广兼
鲈	鱼卜尸
疹	疒人彡
逋	甫辶Ｂ
栳	木耂匕
蚍	虫比Ｐ
苒	艹冂土
蝣	虫族子
铙	钅戈儿
殍	歹爫子
陂	阝皮Ｂ
埚	土口内
麂	鹿比几
妊	女壬Ｒ
唢	口贝
锗	钅者Ｚ
擘	尸辛手
趸	丆足
赍	十人贝
谰	讠门木
歙	亼羽欠
縻	广林小
焯	火卜十
矬	矢人土
烯	火乂巾
荩	艹尺冫
艨	舟营豕
眇	目少Ｍ
瓴	亽瓦
亍	亍ＣＵ
佧	亻卜下
叻	口力Ｌ
箝	扌廿
勰	力力心
氨	气安Ａ
喱	口厂里
飨	丝丿食
翥	者羽Ｚ
侪	亻文刂
桫	木氵少
鲠	鱼丈日
茑	艹鸟Ｎ
蚝	虫毛Ｈ
跗	亻寸
焓	火亽口
洄	氵囗口
疽	疒且Ｊ
笤	召Ｔ
篦	白比
鹕	古月鸟
雎	且隹Ｊ
胺	月安Ａ
蹰	厂寸
阋	门臼儿
钬	钅火Ｈ
镪	钅弓虽
馕	饣十ｒ
艟	舟立里
毂	士车殳
鹈	丷丿鸟
庠	广羊Ｘ
猗	犭大可
瞽	吉十目
疴	疒可Ｋ
踅	扌斤足
棼	林分Ｆ
睾	丿罒十
鹳	艹隹鸟
疡	疒Ｊ彳
锍	钅充川
漭	氵艹廾
跸	比十
醮	酉焦Ｊ
砬	石立Ｌ
濉	氵目隹
柢	木Ｃ七
泷	氵龙Ｌ
逄	夂舛辶
埘	土日寸
陟	阝止少
耋	耂匕土
笄	一廾
蚧	虫人刂
蝥	攵虫
塄	土罒方
萘	艹大示
郯	火火阝
烃	火又工
酮	酉冂一
彖	彑豕Ｔ
痫	疒门木
鼙	吉十卑
掮	扌户冃
趿	及Ｔ
帑	女又巾
馔	饣巳八
鲇	鱼占Ｎ
畦	田圭Ｑ
蚜	虫一才
枸	木勹口
狷	犭口冃
尢	尢ＹＵ
稗	禾卑Ｂ
窠	穴日木
溘	氵土皿
矸	石干Ｇ
岢	山可Ｋ
沭	氵木丶
钲	钅一止
蠃	赢虫Ｌ
睃	目厶夂
庾	广臼人
扦	扌千Ｑ
鸱	Ｃ七鸟
哚	口几木
菔	艹月又
枥	木厂力
轳	车卜尸
蟛	虫吉彡
觋	工人见
祜	礻古Ｈ
蚰	虫由Ｙ
狳	犭余Ｙ
倬	亻卜十
锱	钅巛田
蛄	虫古Ｇ
醪	酉羽彡
囟	白乂Ｘ
爰	爫干又
奁	大匚乂
擤	扌丿丌
槎	木工
鞒	革丿刂
嬗	女亠一
嗉	口小
鳐	鱼爫缶
柘	木石Ｚ
毖	比心丿
舸	舟可Ｇ
镍	钅丿木
鋈	氵丿金
潆	氵营小
侑	亻冃
谘	讠欠口
耔	耒子Ｚ
锕	钅阝可
豳	山豕豕
芾	艹一巾
乩	占乚Ｊ
渌	氵彐水
禳	礻衣口
綦	其幺小
锑	钅丷弓
钤	钅亽乛
砭	石丿之
鳏	鱼罒冫
辊	车日比
娠	女厂ｒ
鬻	弓弓冂
洙	氵朱Ｚ
墀	土尸牛
孥	女又子
疣	疒尢丶
茇	艹犮Ｂ
耪	耒旁方
芪	艹Ｃ七
愆	彳亍心
筮	工人
榫	木隹十
栀	木Ｆ
薅	艹女寸
萁	艹其Ｑ
蜞	虫其Ｑ
蛩	工几虫
罨	罒大乚
鳟	鱼酋寸
阍	门Ｃ七
龃	止凵且
莰	艹土欠
酽	酉亚丿
栲	木耂丂
氪	气古儿
崤	山乂冃
啁	口冂土
铋	钅心丿
碘	石冂八
觚	用瓜
毽	毛彐干
捌	扌另刂
樾	木走戈
瘢	疒舟殳
茌	艹亻士
鹚	首幺鸟
骶	骨Ｃ七
菏	落可Ｈ
糁	米厶彡
穑	禾十囗
溏	氵广口
刖	月刂Ｙ
嫜	女章Ｚ
螽	夂虫虫
缒	纟追辶
滹	氵虍丁
髋	骨宀见
攮	扌十ｒ
楂	木木一
戽	户斗Ｈ
铧	钅匕十
囝	囗子Ｎ
愍	巳攵心
坭	土尸匕
熵	火商Ｓ
澶	氵亠一
鲂	鱼方Ｆ
鞯	革艹子
橛	木厂欠
飧	夕食Ｓ
痈	疒用Ｙ
枞	木人人
殂	歹且Ｃ
冱	冫一彑
匏	大Ｓ包
蠼	虫目又
嵊	山禾丬
艉	舟尸毛
岙	丿大山
樗	木雨Ｓ
遄	山丆辶
舂	臼Ｃ
椟	木十头
尕	乃小Ｇ
柙	木甲Ｘ
伧	亻仓Ｃ
坻	土Ｃ七
瓠	大Ｓ瓜
镬	钅艹又
髡	髟一儿
薮	艹女攵
蔌	艹木欠
龉	止凵口
鹾	卜囗工
讣	讠卜Ｆ
皲	冖车皮
髁	骨日木
杲	日木Ｇ
芰	艹十又
椐	木尸古
橼	木彑豕
缯	纟丷日
鸹	舌鸟Ｇ
龋	止凵冂
莪	艹手戈
锞	钅日木
圹	土广Ｋ
黧	禾勹黑
隈	阝田ｒ
彘	彑矢比
暌	日癶大
餍	厂大食
赜	匚贝
筚	比十
泔	氵廿一
嘏	古尸又
疠	疒丆
鸬	卜尸鸟
檠	艹攵木
饧	饣Ｊ彳
醯	酉充皿
蚬	虫见Ｘ
蓖	艹白比
哏	口艮Ｇ
蹁	户冊
朐	月勹口
疋	乛止Ｓ
甑	丷日瓦
绂	纟犮Ｆ
铗	钅夫丷
髫	髟召Ｔ
螅	虫丿心
宄	宀九Ｇ
芎	艹弓Ｘ
摭	扌广灬
膣	月穴土
苷	艹廿一
骟	马户羽
圯	土巳Ｙ
棹	木卜十
枳	木口八
啭	口二
蔟	艹族矢
妫	女冫力
鍪	攵金
夤	夕穴一
牖	片户甫
觯	用十
棰	木千垂
盍	土厶皿
茭	艹亠父
耨	耒厂寸
鞣	革木
钡	钅贝Ｂ
礅	石高攵
苴	艹且Ｊ
熘	火刀田
硼	石月月
秫	禾木丶
铊	钅宀匕
柁	木宀匕
壅	亠丝土
飑	风包Ｂ
膈	月一冂
钪	钅亠几
箜	穴工
缡	纟文冂
醚	酉米辶
敉	米攵Ｍ
甯	宀心用
潍	氵纟隹
寤	宀爿口
肄	匕矢干
阈	门戈口
跏	加Ｊ
栊	木龙Ｌ
栌	木卜尸
涑	氵木口
脘	月宀元
酎	酉寸Ｚ
柒	氵七木
谵	讠言
鲳	鱼日日
茈	艹止匕
痱	疒非Ｆ
鬈	髟
蛳	虫一巾
秭	禾丿Ｓ
阏	门方人
捩	扌户大
镆	钅莫Ｍ
枇	木比Ｐ
枵	木口丂
氚	气川Ｃ
皴	厶夂皮
堀	土尸出
讴	讠匚乂
圊	囗青Ｑ
穰	禾衣口
蟮	虫羊口
笥	口
焐	火五口
菖	艹日日
绐	纟厶口
儋	亻言
邡	方阝Ｆ
蓼	艹羽彡
蒌	艹米女
圮	土己Ｐ
浠	氵乂巾
廨	广牛
怙	忄古Ｈ
闶	门亠几
瓿	立口瓦
诂	讠古Ｇ
粳	米丈日
鳓	鱼革力
漯	氵田小
眚	丿目
庑	广干乚
苎	萱一Ｎ
觳	士用殳
楗	木彐廴
徼	彳白攵
莨	艹丶艮
黥	黑高小
芴	艹勹彳
酰	酉儿
柽	木又土
钭	钅斗Ｔ
揿	扌钅欠
蓊	艹八羽
馑	饣廿
喾	学告Ｋ
僳	亻覀米
揎	扌宀一
挹	扌口巴
芏	艹土Ｄ
剀	山己刂
愦	忄贵Ｋ
曩	日衣口
袢	衤半Ｐ
酾	酉一冂
硒	石西Ｘ
曛	日千黑
俣	亻口大
笊	爪Ｚ
卮	ＦＺ
汊	氵又丶
郴	林阝Ｃ
雠	隹讠隹
鲷	鱼冂土
仂	亻力Ｌ
莴	艹口内
癍	疒王王
榧	木匚非
鹣	首兼鸟
蘖	艹追木
旆	族一巾
蕖	落匚木
桡	木戈儿
荪	艹子小
婺	攵女
妯	女由Ｚ
